ONDERWIJSBESTUURID,ONDERWIJSBESTUUR_NAAM,ONDERWIJSAANBIEDERID,ONDERWIJSAANBIEDER_NAAM,SOORT,OPLEIDINGSEENHEIDCODE,ERKENDEOPLEIDINGSCODE,VARIANT_VAN,ERKENNER,NAAM_LANG,INTERNATIONALE_NAAM,BEGINDATUM,EINDDATUM,NIVEAU,GRAAD,STUDIELAST,EQF,NLQF,WAARDEDOCUMENTSOORT,PENVOERDER,EIGENNAAM,EIGENNAAM_DUITS,EIGENNAAM_ENGELS,VORM,VOERTAAL,AANGEBODEN_OPLEIDING_BEGINDATUM,AANGEBODEN_OPLEIDING_EINDDATUM,EERSTE_INSTROOMDATUM,LAATSTE_INSTROOMDATUM,WEBSITE,SAMENWERKEND_MET,BUITENLANDSEPARTNER,DEFICIENTIE,EISEN_WERKZAAMHEDEN,PROPEDEUTISCHE_FASE,STUDIEKEUZECHECK,VERSNELD_TRAJECT,AANGEBODEN_OPLEIDINGCODE,EIGEN_AANGEBODEN_OPLEIDINGSLEUTEL,ONDERWIJSLOCATIECODE,ONDERWIJSLOCATIESTRAAT,ONDERWIJSLOCATIEPLAATS,OMSCHRIJVING
107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O0554,,56627,NVAO,B Bestuurskunde,B Public Governance,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Stichting Katholieke Universiteit Brabant,B Bestuurskunde,,B Public Governance,VOLTIJD,NLD,2020-11-02,,2022-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,ccc226b6-54b8-4a00-8815-a6ad02213ec2,ccc226b6-54b8-4a00-8815-a6ad02213ec2,111X362,Warandelaan,Tilburg,Bestuurskunde
107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O1090,,,,B Bedrijfskunde,B Business Administration,,,WO-BA,BACHELOR,,6,6,DIPLOMA,Stichting Katholieke Universiteit Brabant,B Bedrijfskunde,,B Business Administration,VOLTIJD,NLD,2023-09-14,,,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,e49d865c-85a9-44a2-b0b0-07d36e668ba0,e49d865c-85a9-44a2-b0b0-07d36e668ba0,111X362,Warandelaan,Tilburg,Bedrijfskunde
107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O1091,,56627,NVAO,B Public Governance,B Public Governance,,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Stichting Katholieke Universiteit Brabant,B Public Governance,,B Public Governance,VOLTIJD,ENG,2020-11-02,,2022-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,9fd6b04b-98e1-4cf3-997d-76c8de20102e,9fd6b04b-98e1-4cf3-997d-76c8de20102e,111X362,Warandelaan,Tilburg,Bestuurskunde
107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O1092,,56601,NVAO,B Sociologie (International Sociology),B Sociology (International Sociology),,,WO-BA,BACHELOR,180,6,6,DIPLOMA,Stichting Katholieke Universiteit Brabant,B Sociologie (International Sociology),,B Sociology (International Sociology),VOLTIJD,ENG,2020-11-02,,2022-09-01,,,,,GEEN_DEFICIENTIES,GEEN_EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,51e1f981-9c8a-4c08-bbb3-9b8d02bbc343,51e1f981-9c8a-4c08-bbb3-9b8d02bbc343,111X362,Warandelaan,Tilburg,Sociologie
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5627,50007,,NVAO,Bestuurs- en Organisatiewetenschap,Public Administration and Organization Science,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Bestuurs- en Organisatiewetenschap,,B Public Administration and Organization,VOLTIJD,NLD,2024-09-06,,2024-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,baac29d0-a222-4cd1-a028-a8a8c8d06af4,baac29d0-a222-4cd1-a028-a8a8c8d06af4,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5654,50035,,NVAO,Culturele Antropologie en Ontwikkelingssociologie,Cultural Anthropology and Development Sociology,2008-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Cultural Anthropology and Dev. Soc.,,Cultural Anthropology and Dev. Soc.,VOLTIJD,ENG,2020-09-01,,2020-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,672aad0c-6c9e-44a6-a731-a75629f4364d,672aad0c-6c9e-44a6-a731-a75629f4364d,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5654,50035,,NVAO,Culturele Antropologie en Ontwikkelingssociologie,Cultural Anthropology and Development Sociology,2008-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Culturele Antropologie en Ontw. Soc.,,B Cultural Anthropology and Dev. Soc.,VOLTIJD,NLD,2020-09-01,,2020-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,788cccf7-c0a9-4730-ac05-9037db20c33c,788cccf7-c0a9-4730-ac05-9037db20c33c,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5694,50426,,NVAO,Computer Science,Computer Science,2013-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Computer Science,,B Computer Science,VOLTIJD,ENG,2024-09-01,,2024-09-01,,,,,DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,81223d0d-15f7-4c76-a73f-7dd0abc449e0,81223d0d-15f7-4c76-a73f-7dd0abc449e0,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5702,50509,,NVAO,Gezondheid en Leven,Health and Life Sciences,2007-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Gezondheid en Leven,,B Health and Life Sciences,VOLTIJD,ENG,2024-09-01,,2024-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,48685113-c28b-469a-82b7-c00d001e5852,48685113-c28b-469a-82b7-c00d001e5852,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5714,50645,,NVAO,Bedrijfskunde,Business Administration,2009-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Bedrijfskunde,,B Business Administration,VOLTIJD,NLD,2023-09-01,,2023-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,01508adf-22fa-47e1-a7a7-d26506a6344c,01508adf-22fa-47e1-a7a7-d26506a6344c,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5722,50668,,NVAO,"Aarde, Economie en Duurzaamheid","Earth Sciences, Economics and Sustainability",2007-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,"B Aarde, Economie en Duurzaamheid",,"B Earth Sciences, Economics and Sustain.",VOLTIJD,NLD,2020-09-01,,2020-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,97609a36-3604-454a-a51e-b389d2bfa005,97609a36-3604-454a-a51e-b389d2bfa005,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5723,50670,,NVAO,"Science, Business & Innovation","Science, Business & Innovation",2010-05-26,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,"B Science, Business & Innovation",,"B Science, Business & Innovation",VOLTIJD,NLD,2023-06-29,,2023-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,97aeff04-947f-4585-994c-13cfab50f7a4,97aeff04-947f-4585-994c-13cfab50f7a4,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5730,50700,,NVAO,Rechtsgeleerdheid,Law,2006-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Rechtsgeleerdheid,,B in Law,VOLTIJD,NLD,2019-01-31,,2019-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,83735250-73b2-43ed-99ee-d4d48ac78fab,83735250-73b2-43ed-99ee-d4d48ac78fab,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5745,50800,,NVAO,Medische Natuurwetenschappen,Medical Natural Sciences,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Medische Natuurwetenschappen,,B Medical Natural Sciences,VOLTIJD,NLD,2019-04-24,,2019-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,9c3b380b-9334-458d-bef8-015d7e3fa931,9c3b380b-9334-458d-bef8-015d7e3fa931,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5765,50950,,NVAO,Economie en Bedrijfseconomie,Economics and Business Economics,2006-03-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Economie en bedrijfseconomie,,B Economics and Business Economics,VOLTIJD,NLD,2023-09-01,,2023-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,6fad83f4-b1ed-4a6a-8fda-4b55501214de,6fad83f4-b1ed-4a6a-8fda-4b55501214de,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5772,50952,,NVAO,International Business Administration,International Business Administration,2005-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B International Business Administration,,B International Business Administration,VOLTIJD,ENG,2023-09-01,,2023-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,b1c00a7f-44c2-4c52-8577-65f8a2ff74a6,b1c00a7f-44c2-4c52-8577-65f8a2ff74a6,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5779,54999,,NVAO,"Philosophy, Politics and Economics","Philosophy, Politics and Economics",2016-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,"B Philosophy, Politics and Economics",,"B Philosophy, Politics and Economics",VOLTIJD,ENG,2022-11-03,,2023-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,21d5268e-6416-4441-8e93-b47e04d3c94f,21d5268e-6416-4441-8e93-b47e04d3c94f,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5801,55822,,NVAO,"Media, Kunst, Design en Architectuur","Media, Art, Design and Architecture",2013-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,"B Media, Kunst, Design en Architectuur",,"B Media, Art, Design and Architecture",VOLTIJD,NLD,2020-09-01,,2020-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,6f904f64-ad55-4430-8a47-2881f14dd028,6f904f64-ad55-4430-8a47-2881f14dd028,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5802,55823,,NVAO,Literatuur en Samenleving,Literature and Society,2013-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Literatuur en Samenleving,,B Literature and Society,VOLTIJD,NLD,2020-09-01,,2020-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,e8cddac0-95ea-4733-b318-f664457447c8,e8cddac0-95ea-4733-b318-f664457447c8,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5808,56003,,NVAO,Griekse en Latijnse Taal en Cultuur,Greek and Latin Languages and Cultures,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Griekse en Latijnse Taal en Cultuur,,B Greek and Latin Languages and Cultures,VOLTIJD,NLD,2020-09-01,,2020-09-01,,,,,DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,dc6b3bf0-d131-480c-82b8-60369d14b576,dc6b3bf0-d131-480c-82b8-60369d14b576,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5821,56034,,NVAO,Geschiedenis,History,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Geschiedenis,,B History,VOLTIJD,NLD,2020-09-01,,2020-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,1ee5aa6e-d0f6-42dd-bdc1-2e1958f1d2ce,1ee5aa6e-d0f6-42dd-bdc1-2e1958f1d2ce,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5842,56081,,NVAO,Filosofie,Philosophy,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Filosofie,,B Philosophy,VOLTIJD,NLD,2024-06-25,,2024-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,798a0b06-9b15-4570-adf1-c7a67dce0e0c,798a0b06-9b15-4570-adf1-c7a67dce0e0c,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5901,56469,,NVAO,Criminologie,Criminology,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Criminologie,,B Criminology,VOLTIJD,NLD,2024-09-01,,2024-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,abfae861-2119-46ae-8c1f-e12bbaca4f06,abfae861-2119-46ae-8c1f-e12bbaca4f06,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5909,56551,,NVAO,Geneeskunde,Medicine,2005-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Geneeskunde,,B Medicine,VOLTIJD,NLD,2024-09-01,,2024-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,fbb226a6-634b-4f94-b54d-de1f324bd4ed,fbb226a6-634b-4f94-b54d-de1f324bd4ed,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5914,56553,,NVAO,Gezondheidswetenschappen,Health Sciences,2008-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Gezondheidswetenschappen,,B Health Sciences,VOLTIJD,NLD,2023-09-01,,2023-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,0ac3ddc1-1440-4048-a3fd-b97b075cf11d,0ac3ddc1-1440-4048-a3fd-b97b075cf11d,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5917,56560,,NVAO,Tandheelkunde,Dentistry,2003-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Tandheelkunde,,B Dentistry,VOLTIJD,NLD,2024-09-01,,2024-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,d7b53240-642a-47d8-afd7-5b3296c30f17,d7b53240-642a-47d8-afd7-5b3296c30f17,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5925,56601,,NVAO,Sociologie,Sociology,2007-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Sociologie,,B Sociology,VOLTIJD,NLD,2020-09-01,,2020-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,0269979c-7ce8-424d-8703-8876ada217c9,0269979c-7ce8-424d-8703-8876ada217c9,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5935,56604,,NVAO,Psychologie,Psychology,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Psychologie,,B Psychology,VOLTIJD,NLD,2024-09-01,,2024-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,a58a6d57-e4fd-4c0c-9612-dc56d44c01cc,a58a6d57-e4fd-4c0c-9612-dc56d44c01cc,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5941,56606,,NVAO,Politicologie,Political Science,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Political Science,,B Political Science,VOLTIJD,ENG,2024-01-04,,2024-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,801e07a1-fac2-4d6c-b283-2dc654ccfd2c,801e07a1-fac2-4d6c-b283-2dc654ccfd2c,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5941,56606,,NVAO,Politicologie,Political Science,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Politicologie,,B Politicologie (Dutch taught),VOLTIJD,NLD,2024-01-04,,2024-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,c619837a-5628-4312-b0cf-7fa49962fcc5,c619837a-5628-4312-b0cf-7fa49962fcc5,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5948,56607,,NVAO,Pedagogische Wetenschappen,Pedagogical Sciences,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Pedagogische wetenschappen,,B Education,VOLTIJD,NLD,2020-09-01,,2020-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,94b45eb4-070f-4577-a6c3-70b298a3c94e,94b45eb4-070f-4577-a6c3-70b298a3c94e,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5960,56615,,NVAO,Communicatiewetenschap,Communication Science,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Communicatiewetenschap,,B Communication Science (Dutch taught),VOLTIJD,NLD,2020-09-01,,2020-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,492cf5b7-8a2a-430f-90fe-9485f79d12c4,492cf5b7-8a2a-430f-90fe-9485f79d12c4,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5960,56615,,NVAO,Communicatiewetenschap,Communication Science,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Communication Science,,B Communication Science,VOLTIJD,ENG,2020-09-01,,2020-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,7fc2e861-5f38-46fb-b85e-4dd564a29527,7fc2e861-5f38-46fb-b85e-4dd564a29527,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5981,56703,,NVAO,Archeologie,Archaeology,2008-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Archeologie,,B Archaeology,VOLTIJD,NLD,2021-03-03,,2021-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,5edccba3-01b4-4e30-b323-84554b6339a9,5edccba3-01b4-4e30-b323-84554b6339a9,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5983,56704,,NVAO,Oudheidwetenschappen,Ancient Studies,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Oudheidwetenschappen,,B Ancient Studies,VOLTIJD,NLD,2020-09-01,,2020-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,d2feb082-cf6c-489d-8628-7397830ab151,d2feb082-cf6c-489d-8628-7397830ab151,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6058,56826,,NVAO,Communicatie- en Informatiewetenschappen,Communication and Information Studies,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Communicatie & Informatiewetenschappen,,B Communication and Information Studies,VOLTIJD,NLD,2020-09-01,,2020-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,49da5a24-ec09-4a87-9967-7879ca73da76,49da5a24-ec09-4a87-9967-7879ca73da76,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6070,56828,,NVAO,Notarieel Recht,Notarial Law,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Notarieel recht,,B in Notarial Law,VOLTIJD,NLD,2019-01-31,,2019-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,48816250-821e-4dfd-86b2-6c417e4cb490,48816250-821e-4dfd-86b2-6c417e4cb490,111X680,De Boelelaan,Amsterdam,
107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6080,56833,,NVAO,Econometrie en Operationele Research,Econometrics and Operations Research,2002-09-01,,WO-BA,BACHELOR,180,6,6,GETUIGSCHRIFT,Stichting VU,B Econometrie en Operationele Research,,B Econometrics and Operations Research,VOLTIJD,NLD,2023-09-01,,2023-09-01,,,,,GEEN_DEFICIENTIES,EISEN,GEEN_PROPEDEUTISCHE_FASE,GEEN_STUDIEKEUZE_CHECK,GEEN_VERSNELD_TRAJECT,1af3b60d-3605-446d-a0b5-ca6daa94a987,1af3b60d-3605-446d-a0b5-ca6daa94a987,111X680,De Boelelaan,Amsterdam,
